Security Code,status,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
506820,1,AstraZeneca Pharma India Ltd.,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,Active,A ,2,INE203A01020,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
540824,1,Astron Paper & Board Mill Limited,ASTRON,Astron Paper & Board Mill Ltd,Active,B ,10,INE646X01014,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products
532759,1,Atlanta Limited,ATLANTA,ATLANTA LTD.,Active,T ,2,INE285H01022,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
531795,1,Atul Auto Limited,ATULAUTO,ATUL AUTO LTD.-$,Active,B ,5,INE951D01028,2/3 Wheelers,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Automobiles,2/3 Wheelers
500027,1,"Atul Limited.,",ATUL,ATUL LTD.,Active,A ,10,INE100A01010,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
540611,1,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,Active,A ,10,INE949L01017,Banks,Equity,Finance,Banks,Banks,Banks
532668,1,Aurionpro Solutions Ltd.,AURIONPRO,AURIONPRO SOLUTIONS LTD.,Active,B ,10,INE132H01018,IT Software Products,Equity,Information Technology,Software & Services,IT Software & Services,Software Products
524804,1,Aurobindo Pharma Ltd.,AUROPHARMA,AUROBINDO PHARMA LTD.,Active,A ,1,INE406A01037,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
539289,1,Aurum PropTech Limited,AURUM,Aurum PropTech Ltd,Active,B ,5,INE898S01029,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
509009,1,AuSom Enterprise Limited,AUSOMENT,AuSom Enterprise Limited,Active,B ,10,INE218C01016,Comm.Trading  & Distribution,Equity,Industrials,Commercial Services & Supplies,Commercial Services & Supplies,Trading Companies & Distributors
532797,1,AUTOLINE INDUSTRIES LTD.,AUTOIND,AUTOLINE INDUSTRIES LTD.,Active,T ,10,INE718H01014,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
505010,1,"Automotive Axles Ltd.,",AUTOAXLES,AUTOMOTIVE AXLES LTD.,Active,B ,10,INE449A01011,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
520119,1,Automotive Stampings and Assemblies Ltd.,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Active,T ,10,INE900C01027,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
540649,1,AVADH SUGAR & ENERGY LIMITED,AVADHSUGAR,Avadh Sugar & Energy Ltd,Active,B ,10,INE349W01017,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar
540376,1,Avenue Supermarts Limited,DMART,Avenue Supermarts Ltd,Active,A ,10,INE192R01011,Department Stores,Equity,CDGS (Consumer Discretionary Goods & Services),Retailing,Retailing,Department Stores
519105,1,AVT Natural Products Ltd.,AVTNPL,AVT NATURAL PRODUCTS LTD.,Active,B ,1,INE488D01021,Other Agricultural Products,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Other Agricultural Products
532215,1,AXIS Bank Ltd.,AXISBANK,AXIS BANK LTD.,Active,A ,2,INE238A01034,Banks,Equity,Finance,Banks,Banks,Banks
543347,1,Axis Mutual Fund,AXISTECETF,AXIS TECHNOLOGY ETF,Active,B ,100,INF846K01Y96,-,Equity,-,-,-,-
532395,1,AXISCADES TECHNOLOGIES LIMITED,AXISCADES,Axiscades Technologies Ltd,Active,T ,5,INE555B01013,BPO/KPO,Equity,Information Technology,Software & Services,IT Software & Services,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
508933,1,AYM Syntex Limited,AYMSYNTEX,AYM Syntex Ltd,Active,B ,10,INE193B01039,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
532719,1,B L Kashyap and Sons Ltd,BLKASHYAP,B.L.KASHYAP AND SONS LTD.,Active,B ,1,INE350H01032,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
532507,1,B.A.G. Films & Media Ltd,BAGFILMS,B.A.G.FILMS & MEDIA LTD.,Active,T ,2,INE116D01028,Broadcasting & Cable TV,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Broadcasting & Cable TV
537766,1,B.C. Power Controls Limited,BCP,B.C. Power Controls Ltd,Active,T ,2,INE905P01028,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products
532977,1,Bajaj Auto Limited,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A ,10,INE917I01010,2/3 Wheelers,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Automobiles,2/3 Wheelers
533229,1,BAJAJ CONSUMER CARE LIMITED,BAJAJCON,Bajaj Consumer Care Ltd,Active,A ,1,INE933K01021,Personal Products,Equity,FMCG (Fast Moving Consumer Goods),Household & Personal Products,Personal Products,Personal Products
500031,1,"Bajaj Electricals Ltd.,",BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,Active,A ,2,INE193E01025,Household Appliances,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Household Appliances
500034,1,Bajaj Finance Limited,BAJFINANCE,Bajaj Finance Limited,Active,A ,2,INE296A01024,Finance (including NBFCs),Equity,Finance,Other Financial Services,Other Financial Services,Other Finance companies (including NBFCs)
532978,1,Bajaj Finserv Limited,BAJAJFINSV,BAJAJ FINSERV LTD.,Active,A ,5,INE918I01018,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies
539872,1,Bajaj Healthcare Limited,BAJAJHCARE,Bajaj Healthcare Ltd,Active,B ,5,INE411U01027,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
500032,1,Bajaj Hindusthan Sugar Limited,BAJAJHIND,Bajaj Hindusthan Sugar Limited,Active,A ,1,INE306A01021,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar
500490,1,Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A ,10,INE118A01012,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies
524824,1,Bal Pharma Ltd.,BALPHARMA,BAL PHARMA LTD.,Active,B ,10,INE083D01012,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
530999,1,Balaji Amines Ltd.,BALAMINES,BALAJI AMINES LTD.-$,Active,A ,2,INE050E01027,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
532382,1,Balaji Telefilms Ltd.,BALAJITELE,BALAJI TELEFILMS LTD.,Active,B ,2,INE794B01026,Broadcasting & Cable TV,Equity,CDGS (Consumer Discretionary Goods & Services),Media,Media,Broadcasting & Cable TV
502355,1,"Balkrishna Industries Ltd.,",BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A ,2,INE787D01026,Auto Tyres & Rubber Products,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Tyres & Rubber Products
539251,1,Balkrishna Paper Mills Ltd,BALKRISHNA,Balkrishna Paper Mills Ltd,Active,T ,10,INE875R01011,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products
500102,1,"Ballarpur Industries Ltd.,",BALLARPUR,BALLARPUR INDUSTRIES LTD.,Active,Z ,2,INE294A01037,Paper & Paper Products,Equity,Basic Materials,Forest Materials,Paper & Forest Products,Paper & Paper Products
523319,1,"Balmer Lawrie & Co. Ltd.,",BALMLAWRIE,BALMER LAWRIE & CO.LTD.,Active,A ,10,INE164A01016,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging
500038,1,Balrampur Chini Mills Ltd.,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,Active,A ,1,INE119A01028,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar
526849,1,Banaras Beads Ltd.,BANARBEADS,BANARAS BEADS LTD.,Active,B ,10,INE655B01011,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories
500039,1,"Banco Products (India) Ltd.,",BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B ,2,INE213C01025,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
541153,1,Bandhan Bank Limited,BANDHANBNK,Bandhan Bank Ltd,Active,A ,10,INE545U01014,Banks,Equity,Finance,Banks,Banks,Banks
532946,1,Bang Overseas Ltd,BANG,BANG OVERSEAS LTD.,Active,B ,10,INE863I01016,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories
532134,1,Bank Of Baroda,BANKBARODA,BANK OF BARODA,Active,A ,2,INE028A01039,Banks,Equity,Finance,Banks,Banks,Banks
532149,1,Bank of India,BANKINDIA,BANK OF INDIA,Active,A ,10,INE084A01016,Banks,Equity,Finance,Banks,Banks,Banks
532525,1,Bank of maharashtra,MAHABANK,BANK OF MAHARASHTRA,Active,A ,10,INE457A01014,Banks,Equity,Finance,Banks,Banks,Banks
532674,1,Bannari Amman Spinning Mills Ltd,BASML,BANNARI AMMAN SPINNING MILLS LTD.,Active,B ,5,INE186H01022,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
500041,1,"Bannari Amman Sugars Ltd.,",BANARISUG,BANNARI AMMAN SUGARS LTD.,Active,A ,10,INE459A01010,Sugar,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Sugar
503722,1,"Banswara Syntex Ltd.,",BANSWRAS,BANSWARA SYNTEX LTD.-$,Active,B ,10,INE629D01012,Textiles,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Textiles
532916,1,BARAK VALLEY CEMENTS LIMITED,BVCL,BARAK VALLEY CEMENTS LTD.,Active,T ,10,INE139I01011,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products
543283,1,BARBEQUE-NATION HOSPITALITY LIMITED,BARBEQUE,Barbeque-Nation Hospitality Ltd,Active,B ,5,INE382M01027,Restaurants,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Restaurants
532694,1,Bartronics India Ltd.,BARTRONICS,BARTRONICS INDIA LTD.,Active,Z ,10,INE855F01034,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
500042,1,BASF India Ltd,BASF,BASF INDIA LTD.,Active,A ,10,INE373A01013,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
500043,1,Bata India Limited,BATAINDIA,BATA INDIA LTD.,Active,A ,5,INE176A01028,Footwear,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Footwear
506285,1,Bayer CropScience Limited.,BAYERCROP,BAYER CROPSCIENCE LTD.,Active,A ,10,INE462A01022,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals
539447,1,BEARDSELL LIMITED,BEARDSELL,Beardsell Ltd,Active,B ,2,INE520H01022,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging
533270,1,Bedmutha Industries Limited,BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Active,B ,10,INE844K01012,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products
500048,1,BEML Ltd,BEML,BEML LTD.,Active,A ,10,INE258A01016,Commercial Vehicles,Equity,Industrials,Capital Goods,Machinery,"Construction, Agricultural & Commercial Vehicles"
509480,1,Berger Paints India Ltd,BERGEPAINT,BERGER PAINTS INDIA LTD.,Active,A ,1,INE463A01038,Furniture-Furnishing-Paints,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,"Furniture, Furnishing & Paints"
539660,1,BEST AGROLIFE LIMITED,BESTAGRO,Best Agrolife Ltd,Active,B ,10,INE052T01013,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals
533303,1,BF Investment Limited,BFINVEST,BF INVESTMENT LTD.,Active,B ,5,INE878K01010,Holding Companies,Equity,Finance,Other Financial Services,Other Financial Services,Holding Companies
532430,1,BF Utilities Ltd.,BFUTILITIE,BF UTILITIES LTD.-$,Active,A ,5,INE243D01012,Electric Utilities,Equity,Utilities,Utilities,Utilities,Electric Utilities
532930,1,BGR ENERGY SYSTEMS LIMITED,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Active,B ,10,INE661I01014,Construction & Engineering,Equity,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
531719,1,Bhagiradha Chemicals and Industries,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,Active,B ,10,INE414D01019,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals
540621,1,Bhagyanagar Properties Ltd,BHAGYAPROP,Bhagyanagar Properties Ltd,Active,B ,2,INE363W01018,Realty,Equity,CDGS (Consumer Discretionary Goods & Services),Realty,Realty,Realty
500052,1,"Bhansali Engineering Polymers Ltd.,",BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,Active,A ,1,INE922A01025,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
503960,1,"Bharat Bijlee Ltd.,",BBL,BHARAT BIJLEE LTD.-$,Active,B ,10,INE464A01028,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products
541143,1,Bharat Dynamics Limited,BDL,Bharat Dynamics Ltd,Active,A ,10,INE171Z01018,Defence,Equity,Industrials,Capital Goods,Aerospace & Defence,Defence
500049,1,"Bharat Electronics Ltd.,",BEL,BHARAT ELECTRONICS LTD.,Active,A ,1,INE263A01024,Defence,Equity,Industrials,Capital Goods,Aerospace & Defence,Defence
500493,1,Bharat Forge Ltd,BHARATFORG,BHARAT FORGE LTD.,Active,A ,2,INE465A01025,Other Industrial Products,Equity,Industrials,General Industrials,General Industrials,Other Industrial Products
505688,1,"Bharat Gears Ltd.,",BHARATGEAR,BHARAT GEARS LTD.,Active,B ,10,INE561C01019,Auto Parts & Equipment,Equity,CDGS (Consumer Discretionary Goods & Services),Automobiles & Auto Components,Auto Components,Auto Parts & Equipment
500103,1,"Bharat Heavy Electricals Ltd.,",BHEL,BHARAT HEAVY ELECTRICALS LTD.,Active,A ,2,INE257A01026,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
500547,1,"Bharat Petroleum Corpn. Ltd.,",BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A ,10,INE029A01011,Refineries/ Petro-Products,Equity,Energy,Oil & Gas,Oil & Gas Producers,Refineries/ Petroleum Products
590021,1,Bharat Rasayan Limited,BHARATRAS,BHARAT RASAYAN LTD.,Active,B ,10,INE838B01013,Agrochemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Fertilizers & Agricultural Chemicals,Agrochemicals
540700,1,Bharat Road Network Limited,BRNL,Bharat Road Network Ltd,Active,T ,10,INE727S01012,Roads & Highways,Equity,Industrials,Transportation,Transport Infrastructure,Roads & Highways
539799,1,Bharat Wire Ropes Limited,BHARATWIRE,Bharat Wire Ropes Ltd,Active,B ,10,INE316L01019,Iron & Steel Products,Equity,Industrials,General Industrials,General Industrials,Iron & Steel Products
532454,1,Bharti Airtel  Ltd.,BHARTIARTL,BHARTI AIRTEL LTD.,Active,A ,5,INE397D01024,Telecom Services,Equity,Telecom,Telecom Services,Telecom Services,Telecommunication Services
526666,1,Bhartiya International Ltd.,BIL,BHARTIYA INTERNATIONAL LTD.,Active,B ,10,INE828A01016,Other Apparels & Accessories,Equity,CDGS (Consumer Discretionary Goods & Services),"Textiles, Apparels & Accessories","Textiles, Apparels & Accessories",Other Apparels & Accessories
540061,1,Bigbloc Construction Limited,BIGBLOC,Bigbloc Construction Ltd,Active,B ,2,INE412U01025,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products
532523,1,Biocon Ltd.,BIOCON,BIOCON LTD.,Active,A ,5,INE376G01013,Biotechnology,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Biotechnology
524396,1,Biofil Chemicals & Pharmaceuticals,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LTD.,Active,B ,10,INE829A01014,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
500060,1,Birla Cable Limited,BIRLACABLE,Birla Cable Ltd,Active,B ,10,INE800A01015,Other Elect.Equip./ Prod.,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment/ Products
500335,1,Birla Corporation Ltd.,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A ,10,INE340A01012,Cement & Cement Products,Equity,Basic Materials,Construction Materials,Cement & Cement Products,Cement & Cement Products
532400,1,BIRLASOFT LIMITED,BSOFT,Birlasoft Ltd,Active,A ,2,INE836A01035,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
539043,1,BKM INDUSTRIES LIMITED,BKMINDST,BKM Industries Ltd,Active,Z ,1,INE831Q01016,Containers & Packaging,Equity,Industrials,General Industrials,General Industrials,Containers & Packaging
500463,1,BLACK BOX LIMITED,BBOX,Black Box Ltd,Active,A ,10,INE676A01019,IT Consulting & Software,Equity,Information Technology,Software & Services,IT Software & Services,IT Consulting & Application Software
532290,1,BLB Limited,BLBLIMITED,BLB LTD.,Active,T ,1,INE791A01024,Other Financial Services,Equity,Finance,Other Financial Services,Other Financial Services,Other Financial Services
506197,1,Bliss GVS Pharma Limited,BLISSGVS,BLISS GVS PHARMA LTD.,Active,A ,1,INE416D01022,Pharmaceuticals,Equity,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology,Pharmaceuticals
540073,1,BLS International Services Ltd,BLS,BLS International Services Ltd,Active,B ,1,INE153T01027,Travel Support Services,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Travel Support Services
531495,1,Blue Coast Hotels Ltd,BLUECOAST,BLUE COAST HOTELS LTD.,Active,T ,10,INE472B01011,Hotels,Equity,CDGS (Consumer Discretionary Goods & Services),"Hotels, Restaurants & Tourism","Hotels, Restaurants & Tourism",Hotels
526612,1,Blue Dart Express Ltd.,BLUEDART,BLUE DART EXPRESS LTD.,Active,A ,10,INE233B01017,Transportation - Logistics,Equity,Industrials,Transportation,Transport Services,Logistics
500067,1,Blue Star Ltd,BLUESTARCO,BLUE STAR LTD.,Active,A ,2,INE472A01039,Consumer Electronics,Equity,CDGS (Consumer Discretionary Goods & Services),Consumer Durables,Consumer Durables,Consumer Electronics
524370,1,Bodal Chemicals Ltd,BODALCHEM,BODAL CHEMICALS LTD.,Active,A ,2,INE338D01028,Specialty Chemicals,Equity,Basic Materials,Chemicals & Petrochemicals,Chemicals,Specialty Chemicals
501425,1,"Bombay Burmah Trading Corpn. Ltd.,",BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A ,2,INE050A01025,Tea & Coffee,Equity,FMCG (Fast Moving Consumer Goods),"Food, Beverages & Tobacco",Agricultural Food Products,Tea & Coffee
